,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
442,902,Yes,0.7,No,3,No,3.0,0.3,134,7,9,675,1285,3411.0,12,,15,No,No,Yes,3
443,1448,No,1.4,Yes,13,No,26.0,1.0,156,3,16,1792,1850,1175.0,12,9.0,6,No,Yes,No,1
444,1631,No,0.9,Yes,2,Yes,3.0,0.1,198,7,12,177,1905,301.0,13,5.0,13,Yes,No,No,0
445,1608,No,1.8,Yes,7,No,28.0,0.4,183,2,13,1013,1158,489.0,15,11.0,8,No,No,Yes,0
446,1991,Yes,2.7,No,5,Yes,64.0,0.9,145,2,13,1058,1325,1733.0,5,3.0,8,Yes,Yes,No,2
447,1349,No,2.0,Yes,15,No,62.0,0.3,114,5,16,592,772,2756.0,11,3.0,4,Yes,No,No,2
448,1589,No,2.5,No,5,Yes,51.0,0.8,195,1,18,810,1743,2612.0,8,2.0,16,Yes,No,No,2
449,1844,Yes,2.3,Yes,1,No,51.0,0.7,158,8,3,533,882,1724.0,5,,14,No,Yes,Yes,1
450,712,Yes,0.5,Yes,3,Yes,35.0,0.2,84,2,10,558,1208,2190.0,16,12.0,4,Yes,Yes,Yes,1
451,972,Yes,1.7,No,0,Yes,54.0,0.7,107,3,4,681,1050,1900.0,16,8.0,19,Yes,,Yes,1
452,1406,No,0.5,Yes,2,Yes,34.0,0.8,98,3,5,1017,1366,,9,8.0,2,Yes,No,Yes,3
453,1289,No,0.9,No,10,Yes,,1.0,178,6,12,765,899,1043.0,6,2.0,11,Yes,Yes,No,0
454,932,No,1.3,No,1,No,64.0,0.7,154,7,2,1176,1224,3817.0,8,7.0,9,Yes,Yes,Yes,3
455,1747,Yes,0.9,No,6,Yes,48.0,0.7,94,3,19,947,1131,2362.0,17,2.0,19,Yes,,No,2
456,1172,Yes,2.1,Yes,4,No,41.0,0.1,95,3,7,1314,1884,1107.0,7,3.0,5,No,No,No,1
457,1128,Yes,1.4,No,12,No,53.0,0.4,84,5,14,609,1370,2982.0,14,9.0,12,Yes,Yes,No,3
458,664,No,1.2,Yes,0,No,28.0,0.9,106,5,5,754,1497,2042.0,17,15.0,19,Yes,Yes,No,1
459,513,Yes,0.5,No,6,Yes,44.0,0.1,186,4,12,619,867,1343.0,5,1.0,9,Yes,Yes,No,0
460,1742,No,2.3,Yes,9,Yes,43.0,0.4,170,7,12,453,681,2610.0,12,3.0,10,Yes,No,Yes,2
461,1512,Yes,1.7,No,12,No,6.0,0.7,162,7,17,205,884,2335.0,15,7.0,7,Yes,Yes,Yes,2
462,1986,No,0.5,Yes,3,Yes,51.0,0.1,165,8,20,282,1358,1614.0,17,12.0,3,Yes,Yes,Yes,1
463,965,Yes,1.5,Yes,5,No,13.0,1.0,109,2,14,130,998,1138.0,9,8.0,10,No,Yes,No,0
464,1067,Yes,2.4,Yes,3,Yes,,0.6,122,8,15,494,1989,604.0,16,14.0,11,Yes,No,No,0
465,1583,Yes,1.6,No,5,Yes,42.0,0.8,118,3,10,275,862,3652.0,14,10.0,9,Yes,No,No,3
466,1653,No,0.5,Yes,2,Yes,37.0,0.9,176,4,6,447,1785,3955.0,19,4.0,18,Yes,Yes,Yes,3
467,1433,No,1.6,No,7,No,4.0,0.7,133,8,11,281,799,258.0,11,9.0,4,Yes,Yes,Yes,0
468,765,No,2.9,No,0,Yes,18.0,0.1,153,7,0,6,793,1066.0,11,,16,Yes,,No,0
469,1845,Yes,0.5,Yes,10,No,61.0,0.3,96,1,12,292,695,1731.0,9,5.0,6,No,No,No,1
470,752,No,0.5,Yes,1,No,48.0,0.7,87,7,13,164,728,3860.0,7,5.0,16,No,No,No,3
471,1948,No,2.8,Yes,8,No,,0.1,100,5,10,631,1940,3630.0,9,7.0,17,No,Yes,No,3
472,1077,No,2.5,Yes,0,Yes,45.0,1.0,174,3,4,897,1304,1965.0,6,2.0,6,Yes,Yes,No,1
473,932,Yes,0.5,No,1,Yes,60.0,0.7,104,4,2,268,1078,1459.0,6,1.0,19,Yes,,No,0
474,1968,No,0.9,No,0,No,22.0,0.8,115,3,7,861,1259,2323.0,9,8.0,7,No,No,Yes,2
475,1122,No,1.2,No,9,No,2.0,0.6,120,4,14,331,790,3291.0,11,2.0,13,Yes,Yes,Yes,2
476,1588,No,0.5,No,0,Yes,,0.8,159,1,13,1064,1594,3272.0,18,0.0,17,Yes,Yes,No,3
477,601,No,2.1,No,4,No,26.0,0.3,101,4,18,509,548,918.0,9,1.0,12,No,No,No,0
478,1615,No,0.5,No,14,No,15.0,0.1,132,4,16,622,1256,,16,2.0,3,No,No,Yes,3
479,1589,Yes,2.2,Yes,2,No,58.0,0.1,128,4,4,957,1911,3961.0,16,14.0,14,Yes,No,Yes,3
480,1417,Yes,2.7,No,2,Yes,56.0,0.9,114,6,4,494,1649,590.0,11,3.0,6,Yes,No,Yes,0
481,1697,Yes,0.7,No,1,Yes,34.0,0.1,95,1,3,236,1264,3701.0,15,9.0,8,Yes,Yes,No,3
482,1330,Yes,1.3,Yes,14,No,3.0,0.3,83,5,17,980,1262,463.0,14,6.0,11,No,No,Yes,0
483,1476,No,0.5,No,0,Yes,43.0,0.7,148,2,2,1789,1972,3644.0,15,10.0,6,Yes,No,Yes,3
484,1579,Yes,1.5,No,0,No,27.0,0.2,142,6,18,831,1484,1713.0,16,4.0,10,Yes,Yes,Yes,1
485,1277,No,3.0,No,0,Yes,41.0,,200,4,3,902,1090,429.0,9,4.0,14,Yes,Yes,Yes,0
486,1089,Yes,0.9,Yes,12,Yes,2.0,0.7,145,5,15,636,1259,2765.0,13,12.0,10,Yes,No,Yes,2
487,1663,Yes,2.5,Yes,13,Yes,27.0,0.3,169,4,14,831,1439,2084.0,7,1.0,18,Yes,No,No,2
488,1949,No,1.8,No,0,No,20.0,0.8,186,5,4,518,592,1125.0,17,10.0,9,No,No,No,1
489,1138,No,1.1,No,5,Yes,48.0,0.6,109,3,14,233,1777,2048.0,6,0.0,18,Yes,Yes,Yes,2
490,685,No,2.7,No,7,No,17.0,0.3,174,6,20,725,870,1223.0,8,0.0,18,Yes,No,Yes,0
491,1889,No,2.8,No,5,Yes,31.0,1.0,132,1,10,170,1106,3672.0,5,1.0,3,Yes,Yes,Yes,3
492,857,Yes,2.0,Yes,3,No,17.0,0.2,195,7,9,157,948,3100.0,17,5.0,13,Yes,Yes,No,2
493,1902,No,2.8,Yes,6,No,50.0,0.8,124,8,9,1142,1393,343.0,11,8.0,18,No,Yes,No,0
494,1225,Yes,2.4,No,0,No,15.0,0.1,155,5,0,840,982,1970.0,16,8.0,15,Yes,Yes,No,1
495,1066,No,1.6,No,5,No,39.0,0.6,131,5,17,401,1586,2728.0,6,0.0,17,Yes,Yes,Yes,2
496,1554,Yes,0.5,Yes,11,No,5.0,1.0,124,3,12,395,1579,3635.0,7,4.0,18,No,No,No,3
497,1337,No,0.5,No,13,No,31.0,0.8,186,2,20,48,644,2180.0,7,4.0,16,Yes,No,Yes,1
498,1926,Yes,1.7,Yes,1,Yes,,,172,3,2,982,1157,2488.0,6,1.0,14,Yes,No,No,2
499,869,No,1.3,Yes,3,No,34.0,0.1,104,2,4,478,539,3864.0,13,3.0,11,Yes,No,No,3
500,1278,Yes,0.5,Yes,1,No,,0.1,104,8,16,581,750,1155.0,7,1.0,20,No,No,Yes,0
501,1773,Yes,2.5,No,16,Yes,32.0,0.6,170,6,18,1215,1472,3566.0,17,6.0,13,Yes,No,Yes,3
502,1661,Yes,0.8,Yes,1,Yes,6.0,1.0,109,7,2,594,1337,864.0,9,8.0,2,Yes,No,Yes,1
503,1438,No,2.2,No,0,Yes,,0.6,176,7,6,683,1663,869.0,19,13.0,9,Yes,Yes,Yes,0
504,1661,Yes,1.4,No,0,No,29.0,0.3,119,2,0,536,861,591.0,9,2.0,9,Yes,Yes,Yes,0
505,1846,Yes,0.6,No,1,No,19.0,0.7,159,1,2,83,773,1333.0,15,6.0,11,No,Yes,Yes,1
506,1260,Yes,2.0,Yes,2,Yes,23.0,0.2,123,7,10,905,1313,2208.0,12,11.0,10,Yes,No,Yes,2
507,512,Yes,0.5,Yes,7,No,15.0,0.9,83,3,15,249,1849,2610.0,18,14.0,15,No,Yes,Yes,2
508,581,No,2.2,No,0,No,59.0,0.7,185,5,6,803,1613,2819.0,19,17.0,9,No,No,Yes,2
509,1872,Yes,2.3,No,6,No,44.0,0.7,134,3,15,459,1259,1955.0,9,4.0,15,Yes,No,Yes,2
510,687,Yes,1.3,No,9,Yes,50.0,0.6,151,4,20,584,1151,3416.0,14,6.0,8,Yes,Yes,No,3
511,1062,Yes,2.5,Yes,6,No,10.0,0.9,160,1,13,1596,1807,3803.0,7,3.0,16,No,No,Yes,3
512,1678,Yes,2.3,Yes,11,No,7.0,0.5,192,1,14,418,1763,574.0,5,3.0,19,Yes,No,No,0
513,1417,Yes,0.5,No,10,Yes,45.0,0.9,166,4,19,364,1029,2129.0,13,9.0,12,Yes,No,Yes,1
514,1074,No,2.4,Yes,2,Yes,9.0,0.9,103,6,14,946,952,1948.0,13,1.0,18,Yes,Yes,Yes,1
515,1832,No,0.7,No,2,No,2.0,0.6,90,7,6,186,654,2978.0,18,7.0,18,No,No,No,2
516,1039,No,1.3,No,0,Yes,12.0,0.8,200,8,0,1428,1827,,7,1.0,10,Yes,Yes,Yes,1
517,1059,No,2.4,No,8,No,61.0,0.1,134,3,18,1613,1916,3716.0,15,13.0,11,Yes,Yes,No,3
518,1606,No,1.4,No,3,No,57.0,0.1,154,4,4,1127,1924,3454.0,13,8.0,20,No,No,Yes,3
519,1928,Yes,1.8,No,9,Yes,19.0,1.0,187,3,20,691,1580,3777.0,7,2.0,13,Yes,Yes,Yes,3
520,1875,Yes,0.5,Yes,11,Yes,55.0,0.7,91,1,17,1802,1942,2712.0,7,2.0,6,Yes,No,Yes,3
521,1128,Yes,1.1,No,9,Yes,46.0,0.9,135,8,10,751,1582,1434.0,5,0.0,11,Yes,No,No,1
522,1748,No,1.7,Yes,6,Yes,14.0,0.5,146,3,7,859,1234,3968.0,16,12.0,3,Yes,No,Yes,3
523,1413,No,0.5,Yes,5,No,51.0,0.3,117,5,11,187,517,3383.0,16,5.0,2,No,No,No,3
524,825,No,0.5,Yes,0,Yes,23.0,0.1,86,2,0,206,1917,3278.0,8,6.0,2,Yes,No,Yes,3
525,1589,Yes,1.4,No,3,Yes,26.0,0.1,100,8,16,1673,1759,3970.0,16,8.0,18,Yes,No,Yes,3
526,535,Yes,0.5,Yes,8,Yes,54.0,0.5,145,8,15,710,939,2674.0,14,8.0,10,Yes,No,No,2
527,1780,Yes,0.5,No,6,No,27.0,0.1,190,4,11,1331,1463,2776.0,19,17.0,14,Yes,Yes,Yes,3
528,1671,No,0.6,Yes,7,Yes,61.0,0.1,129,2,11,263,848,2336.0,10,4.0,7,Yes,No,No,2
529,1821,No,0.9,No,9,Yes,12.0,0.3,114,1,18,97,1803,2430.0,7,4.0,6,Yes,Yes,Yes,2
530,1076,Yes,2.6,No,3,Yes,38.0,0.7,119,6,8,129,915,891.0,18,3.0,9,Yes,Yes,No,0
531,532,Yes,0.8,Yes,3,No,8.0,0.1,193,5,10,1213,1354,728.0,13,5.0,8,Yes,Yes,No,0
532,777,Yes,2.6,No,3,No,30.0,0.9,148,5,17,189,1143,3886.0,14,,7,Yes,No,No,3
533,1217,Yes,0.5,No,3,No,17.0,0.5,182,4,13,628,632,1711.0,7,3.0,9,Yes,No,Yes,1
534,1656,Yes,1.6,Yes,0,No,16.0,1.0,117,7,2,320,899,2856.0,14,3.0,20,Yes,Yes,Yes,2
535,1185,No,1.9,No,0,No,31.0,0.4,152,8,7,837,1642,2447.0,16,2.0,3,Yes,Yes,Yes,2
536,577,No,2.4,No,8,Yes,37.0,0.9,161,6,20,1087,1450,814.0,11,7.0,19,Yes,,Yes,0
537,737,Yes,2.4,Yes,7,No,49.0,0.6,193,4,16,781,1463,2951.0,7,0.0,10,No,Yes,No,2
538,704,No,2.2,Yes,4,No,53.0,0.2,186,6,6,251,1013,3653.0,7,1.0,15,Yes,Yes,Yes,2
539,525,Yes,0.5,Yes,5,No,51.0,0.5,137,8,11,262,1587,1891.0,18,,12,No,,No,1
540,504,Yes,0.5,Yes,5,No,16.0,0.1,166,1,9,767,1665,701.0,17,15.0,15,Yes,,Yes,0
541,793,No,1.2,Yes,1,Yes,38.0,0.6,176,4,7,1226,1815,3139.0,6,1.0,12,Yes,Yes,Yes,3
542,569,No,0.6,Yes,2,No,39.0,0.1,184,8,9,389,739,2811.0,7,6.0,7,Yes,No,Yes,1
543,1590,No,1.9,Yes,3,Yes,21.0,1.0,160,5,18,920,963,1701.0,11,4.0,4,Yes,No,Yes,1
544,707,No,0.5,No,0,Yes,16.0,0.1,194,2,0,1027,1508,1853.0,17,14.0,12,Yes,Yes,Yes,1
545,767,No,1.9,No,16,Yes,19.0,0.2,185,6,17,271,1000,2445.0,6,1.0,6,Yes,Yes,Yes,1
546,1350,Yes,0.5,Yes,0,Yes,50.0,0.8,181,8,4,369,544,2287.0,15,1.0,8,Yes,Yes,No,1
547,1117,Yes,0.6,Yes,0,No,31.0,0.2,146,2,7,1258,1627,2003.0,8,7.0,14,No,Yes,Yes,2
548,641,Yes,1.1,No,0,Yes,7.0,0.9,192,1,3,417,759,3595.0,7,5.0,19,Yes,Yes,Yes,2
549,1002,No,0.8,Yes,0,Yes,,0.5,83,2,4,1345,1416,1726.0,16,5.0,19,Yes,No,Yes,1
550,1408,Yes,2.1,Yes,10,No,45.0,,89,5,14,613,1088,3952.0,8,6.0,3,No,No,Yes,3
551,1900,Yes,2.0,Yes,1,No,,0.5,190,8,6,912,1596,850.0,5,1.0,4,Yes,Yes,Yes,1
552,726,No,2.9,No,0,No,43.0,0.1,101,8,0,666,760,1446.0,17,2.0,8,Yes,Yes,No,0
553,1544,No,2.3,No,12,Yes,45.0,,113,8,20,236,857,1300.0,8,7.0,18,Yes,,No,1
554,1454,Yes,1.6,No,6,Yes,,0.2,160,4,10,186,1100,719.0,14,10.0,10,Yes,Yes,Yes,0
555,1230,Yes,2.2,Yes,6,No,26.0,0.8,123,5,7,416,676,988.0,11,5.0,9,No,Yes,Yes,0
556,1552,No,1.2,No,10,Yes,53.0,0.3,180,8,18,430,658,2606.0,13,6.0,12,Yes,No,No,2
557,1519,No,2.1,No,0,No,32.0,0.7,200,1,10,168,1239,2912.0,11,10.0,15,Yes,Yes,No,2
558,723,Yes,1.9,No,4,No,,0.3,102,1,7,1467,1901,2339.0,19,9.0,17,No,Yes,Yes,2
559,1191,No,2.4,Yes,2,No,13.0,,169,1,7,179,1813,1028.0,14,6.0,8,Yes,Yes,Yes,0
560,1168,No,1.3,No,9,No,61.0,0.1,90,8,10,159,1578,3173.0,9,4.0,17,No,No,Yes,3
561,1229,No,0.5,Yes,15,No,14.0,0.8,191,2,16,120,1878,1667.0,17,6.0,17,No,No,Yes,1
562,1758,Yes,0.5,No,11,Yes,13.0,0.6,190,8,14,762,1864,1897.0,6,,15,Yes,No,No,2
563,1290,No,0.5,No,0,No,3.0,0.1,143,6,4,600,1109,1214.0,9,8.0,15,No,Yes,Yes,1
564,574,No,2.8,Yes,16,No,38.0,0.1,90,6,17,286,1171,3269.0,8,7.0,10,No,Yes,No,2
565,1271,Yes,0.5,No,12,No,32.0,0.1,113,7,15,1350,1949,445.0,15,14.0,14,No,No,Yes,0
566,1170,Yes,1.2,No,4,No,30.0,0.4,83,8,15,27,1722,1073.0,6,4.0,8,Yes,Yes,No,0
567,1269,Yes,1.3,No,14,No,52.0,0.8,118,2,15,1597,1920,665.0,18,5.0,5,No,No,No,1
568,1288,No,2.8,Yes,15,No,50.0,0.1,121,2,20,1177,1809,3129.0,17,6.0,2,No,No,No,3
569,1366,Yes,0.7,Yes,0,Yes,34.0,0.1,150,2,9,402,964,,13,11.0,3,Yes,No,No,3
570,1572,Yes,0.8,Yes,7,Yes,8.0,0.8,169,5,8,577,1237,3461.0,6,3.0,10,Yes,Yes,Yes,3
571,1627,No,0.9,Yes,9,Yes,32.0,0.1,180,6,16,52,1082,3206.0,12,6.0,16,Yes,Yes,No,3
572,1701,Yes,0.5,No,13,Yes,46.0,0.9,115,2,15,364,828,3717.0,11,0.0,10,Yes,Yes,No,3
573,1900,Yes,0.5,Yes,0,Yes,55.0,0.9,171,1,1,934,1241,3917.0,15,5.0,18,Yes,No,Yes,3
574,1974,No,1.0,No,4,No,24.0,0.3,80,7,13,250,545,861.0,7,4.0,6,Yes,No,Yes,0
575,1197,Yes,0.5,Yes,9,No,20.0,0.1,129,5,10,214,1710,2885.0,19,7.0,14,Yes,Yes,Yes,2
576,587,Yes,2.3,Yes,4,No,6.0,0.7,170,1,16,612,1793,2777.0,9,2.0,14,Yes,Yes,No,2
577,934,No,1.1,No,7,No,24.0,0.8,112,5,12,1111,1463,1017.0,12,7.0,9,No,No,Yes,0
578,1195,No,2.0,Yes,1,Yes,23.0,0.1,82,4,9,163,1100,980.0,13,9.0,17,Yes,No,No,0
579,1853,Yes,1.0,No,2,No,23.0,0.4,92,1,15,202,1951,2775.0,14,4.0,17,Yes,No,No,3
580,1164,No,1.0,No,4,Yes,19.0,0.9,95,8,18,729,1704,3309.0,15,3.0,3,Yes,No,Yes,3
581,1512,Yes,0.5,No,8,Yes,18.0,0.1,88,3,17,1079,1897,3607.0,12,10.0,6,Yes,Yes,Yes,3
582,1232,No,2.9,Yes,1,Yes,24.0,0.3,169,5,17,361,809,1257.0,16,10.0,16,Yes,No,No,0
583,1813,Yes,0.6,Yes,0,Yes,5.0,0.2,198,3,8,338,1306,759.0,9,3.0,14,Yes,Yes,No,0
584,946,Yes,2.6,Yes,17,No,5.0,0.1,166,3,20,1698,1771,3720.0,15,7.0,4,No,Yes,No,3
585,739,Yes,2.3,Yes,2,Yes,58.0,0.1,88,3,4,1052,1536,475.0,7,6.0,6,Yes,No,Yes,0
586,704,Yes,2.7,No,8,Yes,29.0,0.2,80,1,10,1108,1509,1122.0,9,3.0,10,Yes,Yes,Yes,0
587,1663,Yes,0.5,No,0,No,40.0,0.6,147,4,15,951,1545,1336.0,8,5.0,15,Yes,No,No,1
588,1966,Yes,1.4,Yes,2,No,40.0,0.9,185,8,18,1197,1987,1185.0,11,2.0,20,No,Yes,No,2
589,1219,No,1.0,Yes,0,No,17.0,0.7,196,5,4,473,1022,705.0,11,3.0,6,No,Yes,Yes,0
590,612,Yes,0.7,No,6,No,35.0,0.6,181,5,12,1294,1337,3169.0,14,9.0,6,No,No,No,2
591,1658,Yes,1.4,No,0,Yes,39.0,0.7,182,1,5,410,522,3483.0,10,1.0,15,Yes,No,Yes,3
592,1263,No,0.5,No,12,No,64.0,0.3,175,5,18,178,1883,1183.0,14,3.0,17,No,No,Yes,1
593,1395,Yes,2.8,No,0,Yes,55.0,0.6,118,3,1,782,1787,3373.0,11,2.0,16,Yes,Yes,No,3
594,621,Yes,2.7,Yes,0,No,54.0,0.1,151,4,20,434,910,2801.0,6,1.0,5,Yes,Yes,Yes,2
595,652,No,0.5,Yes,1,No,58.0,0.6,142,3,2,464,781,565.0,18,12.0,9,No,No,Yes,0
596,1175,No,0.6,No,10,No,25.0,0.1,145,2,12,137,1501,3153.0,9,4.0,12,Yes,No,No,2
597,561,Yes,1.0,No,0,No,11.0,0.1,163,8,10,492,1176,,16,2.0,5,Yes,Yes,Yes,2
598,1137,No,2.2,No,6,Yes,3.0,0.9,173,5,7,1250,1285,316.0,15,14.0,17,Yes,No,No,0
599,1835,Yes,2.3,No,4,Yes,11.0,0.1,193,7,13,385,583,448.0,18,17.0,14,Yes,No,No,0
600,1170,No,2.9,Yes,2,No,40.0,0.4,169,6,5,427,684,2366.0,16,8.0,2,Yes,Yes,Yes,1
601,1595,Yes,0.8,Yes,0,Yes,44.0,0.7,85,4,20,1024,1838,3881.0,14,10.0,9,Yes,No,Yes,3
602,1719,Yes,2.0,No,0,No,12.0,0.3,122,8,7,240,904,462.0,6,3.0,5,No,No,No,0
603,1770,No,2.3,Yes,0,No,7.0,0.8,128,7,6,886,1552,1480.0,6,1.0,17,Yes,,No,1
604,1312,No,0.5,Yes,0,Yes,28.0,0.8,163,2,0,1233,1854,1087.0,17,16.0,14,Yes,,No,1
605,1878,No,1.5,Yes,5,Yes,56.0,0.3,139,5,13,183,559,2711.0,8,2.0,3,Yes,Yes,Yes,2
606,1871,Yes,2.0,No,7,Yes,20.0,0.1,81,7,14,88,1682,2144.0,13,12.0,12,Yes,Yes,Yes,2
607,922,No,1.5,Yes,1,Yes,35.0,0.9,188,7,15,1016,1383,1165.0,19,6.0,4,Yes,Yes,Yes,0
608,1975,Yes,1.5,No,6,Yes,16.0,0.9,128,8,11,80,655,2998.0,5,4.0,13,Yes,Yes,No,2
609,1212,No,2.6,No,1,Yes,46.0,0.3,102,4,8,611,1715,2249.0,14,3.0,4,Yes,Yes,Yes,2
610,1430,Yes,0.9,No,3,No,,0.1,179,3,5,569,906,752.0,17,8.0,17,No,No,Yes,0
611,1958,Yes,1.9,Yes,0,No,4.0,0.2,190,2,3,304,637,1409.0,16,5.0,3,No,No,No,1
612,1836,Yes,2.1,Yes,0,Yes,30.0,0.2,184,7,15,276,1230,3072.0,7,3.0,5,Yes,Yes,No,3
613,557,Yes,1.6,No,0,No,24.0,0.5,125,3,0,1131,1315,1305.0,12,8.0,3,Yes,No,Yes,0
614,539,Yes,0.6,Yes,9,No,21.0,0.1,145,7,14,551,599,3597.0,14,5.0,9,No,No,No,2
615,880,No,0.5,Yes,1,No,44.0,0.5,172,8,15,436,1302,3132.0,8,7.0,6,No,Yes,Yes,2
616,1369,Yes,1.8,Yes,6,No,34.0,0.5,162,1,7,553,727,3856.0,18,4.0,18,No,Yes,Yes,3
617,1109,Yes,2.7,Yes,1,No,,0.4,98,1,9,1391,1787,1524.0,15,10.0,7,Yes,Yes,Yes,1
618,843,No,1.8,Yes,0,No,16.0,0.1,166,5,6,981,1096,3673.0,12,1.0,20,Yes,No,Yes,3
619,598,No,2.3,Yes,7,No,21.0,0.7,196,2,10,680,1173,3293.0,8,4.0,7,Yes,No,Yes,2
620,972,Yes,2.7,Yes,1,No,5.0,1.0,126,4,2,687,816,3035.0,12,7.0,19,Yes,,Yes,2
621,1944,Yes,0.5,No,5,Yes,36.0,0.1,197,6,18,1060,1970,584.0,17,14.0,13,Yes,Yes,No,1
622,1225,No,0.7,Yes,0,Yes,2.0,0.6,138,7,1,217,1101,2675.0,12,11.0,15,Yes,Yes,No,2
623,644,Yes,1.3,Yes,7,Yes,30.0,0.5,114,1,16,1140,1654,2382.0,9,0.0,19,Yes,No,Yes,2
624,1919,No,1.5,No,5,Yes,48.0,0.8,150,4,6,304,1191,1391.0,19,13.0,12,Yes,No,Yes,1
625,501,No,2.3,No,12,Yes,54.0,0.3,131,4,19,504,1089,2346.0,13,12.0,2,Yes,No,Yes,1
626,1620,Yes,2.2,Yes,0,Yes,30.0,0.2,185,3,3,832,1033,606.0,6,0.0,18,Yes,No,No,0
627,1227,Yes,1.1,Yes,0,No,34.0,0.2,130,3,3,935,1781,1324.0,7,3.0,12,No,Yes,Yes,1
628,1359,Yes,0.5,Yes,1,Yes,,0.5,107,6,3,446,901,1076.0,16,8.0,4,Yes,Yes,Yes,0
629,1914,No,0.7,No,1,No,35.0,0.6,118,8,2,942,1701,643.0,17,1.0,8,Yes,No,Yes,1
630,1645,Yes,1.8,No,1,No,21.0,0.7,123,7,2,897,1308,783.0,10,8.0,20,Yes,No,No,0
631,1063,Yes,1.1,No,0,Yes,26.0,0.8,101,5,2,1208,1232,3809.0,17,16.0,5,Yes,No,Yes,3
632,946,No,2.1,No,0,Yes,19.0,0.2,154,8,0,159,630,2104.0,7,4.0,16,Yes,Yes,No,1
633,1231,No,1.2,Yes,5,No,54.0,0.8,185,3,10,632,1184,1762.0,5,3.0,6,Yes,,No,1
634,1397,No,2.9,Yes,13,No,9.0,0.5,87,6,18,1308,1991,3137.0,12,1.0,11,Yes,Yes,Yes,3
635,701,Yes,0.7,No,7,No,15.0,0.5,160,3,11,1002,1256,1756.0,6,3.0,17,Yes,Yes,Yes,1
636,570,Yes,0.5,Yes,2,No,9.0,0.3,111,7,5,1331,1917,3663.0,14,10.0,14,No,No,No,3
637,1993,Yes,0.5,No,10,Yes,27.0,0.3,147,8,11,150,510,2437.0,14,0.0,9,Yes,No,No,2
638,955,No,0.5,Yes,4,No,43.0,0.9,143,5,8,1248,1511,1432.0,12,9.0,9,Yes,Yes,Yes,1
639,924,No,0.5,Yes,0,Yes,47.0,0.3,167,8,6,108,1813,1620.0,17,15.0,12,Yes,No,No,1
640,600,No,0.5,No,0,No,14.0,0.8,112,5,2,320,747,1655.0,18,0.0,9,No,No,No,0
641,518,No,0.8,Yes,0,No,3.0,0.1,178,7,1,437,1947,2832.0,5,0.0,8,Yes,No,Yes,2
642,1063,Yes,2.5,No,0,Yes,31.0,0.9,95,6,10,295,935,,16,6.0,5,Yes,Yes,No,0
643,920,Yes,0.5,No,2,No,46.0,0.8,149,3,3,1058,1421,2608.0,6,0.0,2,No,No,Yes,2
644,1715,No,1.9,No,4,Yes,3.0,0.1,171,5,6,79,1652,514.0,7,4.0,13,Yes,No,No,0
645,1841,Yes,1.3,Yes,6,No,14.0,0.6,167,8,8,593,672,2304.0,7,1.0,18,No,No,Yes,2
646,543,Yes,0.5,Yes,4,Yes,60.0,0.7,132,5,7,693,1031,933.0,14,0.0,5,Yes,Yes,No,0
647,1762,Yes,2.7,Yes,13,Yes,25.0,0.9,189,1,14,300,527,1896.0,14,10.0,20,Yes,Yes,Yes,1
648,1112,Yes,0.5,Yes,1,No,53.0,0.6,121,4,16,234,739,3655.0,7,3.0,20,Yes,Yes,No,3
649,709,Yes,2.0,Yes,0,No,35.0,0.1,136,1,0,1545,1596,1973.0,12,9.0,16,No,Yes,Yes,1
650,1315,Yes,2.6,No,7,No,64.0,0.8,128,7,16,59,575,3278.0,6,3.0,13,No,No,No,2
651,1762,Yes,2.5,No,10,Yes,15.0,0.3,107,8,11,1103,1364,2183.0,8,3.0,11,Yes,Yes,No,2
652,1462,Yes,1.7,Yes,1,No,25.0,0.2,182,7,18,91,1478,824.0,15,5.0,13,Yes,No,Yes,0
653,571,No,1.6,Yes,8,No,35.0,0.2,186,7,20,177,1282,2598.0,13,5.0,8,Yes,Yes,No,1
654,666,Yes,0.5,Yes,7,Yes,54.0,0.4,81,3,13,58,1353,1254.0,15,9.0,9,Yes,Yes,Yes,0
655,1994,No,1.5,Yes,2,Yes,,0.5,146,8,7,447,1435,3622.0,7,0.0,20,Yes,No,Yes,3
656,1583,Yes,2.1,Yes,11,No,14.0,0.7,148,7,16,942,1651,1704.0,17,13.0,2,Yes,No,Yes,2
657,1778,No,1.4,Yes,3,Yes,45.0,1.0,132,4,17,88,516,1624.0,15,13.0,9,Yes,Yes,No,1
658,1926,Yes,1.1,No,13,Yes,50.0,0.2,179,6,17,371,1000,3809.0,17,12.0,17,Yes,Yes,No,3
659,966,Yes,0.6,No,9,Yes,50.0,0.2,117,4,10,1446,1754,2574.0,10,1.0,5,Yes,No,Yes,2
660,568,No,2.0,No,1,No,36.0,0.3,179,3,4,181,1703,950.0,17,9.0,9,Yes,No,No,0
661,1897,No,3.0,No,1,Yes,21.0,0.5,192,8,2,1311,1935,273.0,17,6.0,3,Yes,Yes,Yes,0
662,1695,No,0.5,Yes,6,Yes,46.0,0.7,200,3,9,1791,1898,446.0,16,13.0,15,Yes,Yes,Yes,1
663,1623,Yes,1.2,No,6,Yes,61.0,0.9,120,7,12,1568,1832,1510.0,12,10.0,17,Yes,Yes,No,2
